SIZE,toupper_rawloop,toupper_rawloop_algo,toupper_transform,toupper_branch
90000,1.942431,7.119029,7.118308,9.92511
90000,2.015254,7.11964,7.120654,9.723632
90000,1.930652,7.118761,7.119824,9.606623
100000,1.969959,7.119566,7.118372,9.985587
100000,1.723626,7.11678,7.11696,9.70438
100000,1.944231,7.117586,7.116338,9.818753
100000,1.769606,7.116854,7.116897,9.874358
100000,1.722903,7.117638,7.117154,9.617495
100000,1.716494,7.126533,7.118996,9.739246
100000,1.854948,7.154707,7.131756,10.110165
100000,1.788929,7.11732,7.119769,9.918893
100000,2.013607,7.117383,7.11651,9.835237
100000,1.689492,7.117006,7.116079,9.73931
110000,1.857657,7.120504,7.117589,9.945313
110000,1.862784,7.134698,7.119402,9.825956
110000,1.72385,7.116606,7.117769,9.843793
110000,1.752713,7.12099,7.11657,9.98293
110000,1.690462,7.174472,7.117409,10.104369
110000,1.730309,7.122108,7.118609,9.634994
110000,1.623061,7.117512,7.122204,9.611507
110000,1.741299,7.116435,7.11684,9.695491
110000,1.87393,7.180746,7.124703,9.648786
110000,1.725754,7.116729,7.117616,9.966246
120000,1.621266,7.118352,7.117553,9.711097
120000,1.766582,7.128307,7.118359,9.828288
120000,1.798181,7.168783,7.116928,9.694277
120000,1.721935,7.116526,7.126322,9.718616
120000,1.688402,7.116114,7.117157,9.821197
120000,1.739849,7.116993,7.116542,9.737058
120000,1.714275,7.169843,7.152955,9.914052
120000,1.774369,7.117199,7.117059,9.952853
120000,1.689964,7.118383,7.118357,9.934401
120000,1.750335,7.116965,7.116894,9.677811
130000,1.645445,7.118771,7.118604,9.903185
130000,1.697568,7.122015,7.125392,10.056725
130000,1.902036,7.117922,7.11811,9.948661
130000,1.757064,7.117721,7.117709,9.930579
130000,1.628785,7.119227,7.12779,10.117656
130000,1.783816,7.117802,7.118196,10.096184
130000,1.801857,7.119173,7.118914,9.869282
130000,1.963336,7.123622,7.117352,9.981785
130000,1.928262,7.11778,7.11768,9.757993
130000,1.735957,7.140408,7.118386,9.652495
140000,1.75466,7.150637,7.132829,10.069216
140000,2.009795,7.130311,7.12472,10.057828
140000,1.840181,7.124655,7.129313,10.080094
140000,1.839136,7.12503,7.128977,10.043789
140000,1.729193,7.127325,7.126195,10.020615
140000,1.84189,7.12276,7.123866,10.056791
140000,1.674045,7.123232,7.124051,10.017295
140000,1.699874,7.123253,7.124304,10.135917
140000,1.77357,7.123,7.123422,10.172852
140000,1.693675,7.124098,7.123875,10.0612
150000,1.776198,7.129054,7.129084,9.94336
150000,1.825205,7.146609,7.128802,10.040736
150000,1.767452,7.133501,7.13422,9.860346
150000,1.727357,7.12963,7.128445,9.81301
150000,1.863441,7.13812,7.147623,9.996325
150000,2.049319,7.137092,7.13041,9.969281
150000,1.827138,7.129185,7.129006,10.049415
150000,1.893136,7.128035,7.128505,10.033213
150000,1.984509,7.128324,7.128505,9.660903
150000,1.918934,7.127867,7.135936,10.01425
160000,1.744456,7.142234,7.135743,10.10564
160000,1.816572,7.137355,7.142509,9.854613
160000,1.754724,7.151489,7.137798,9.939109
160000,1.66628,7.13665,7.139536,9.868447
160000,1.803779,7.135548,7.13806,10.034759
160000,1.688354,7.13563,7.135575,9.870093
160000,1.637576,7.136184,7.135511,10.08276
160000,1.801321,7.135976,7.134623,10.044591
160000,1.723063,7.135837,7.135132,10.080208
160000,1.874407,7.135773,7.135189,10.030548
170000,1.681115,7.145329,7.160567,9.794524
170000,1.64326,7.150772,7.148446,9.774448
170000,1.744141,7.143466,7.143196,9.692675
170000,1.742723,7.146483,7.143885,9.800117
170000,1.66785,7.143847,7.152771,9.656947
170000,1.75123,7.143101,7.147112,10.012999
170000,1.642911,7.144112,7.143857,10.071436
170000,1.65582,7.143832,7.148902,10.043614
170000,1.659016,7.151614,7.143422,10.120314
170000,1.644066,7.143482,7.146541,9.808269
180000,1.799793,7.147495,7.147673,9.988489
180000,1.659398,7.146895,7.147059,10.034113
180000,1.689381,7.161334,7.147379,10.03441
180000,1.775291,7.152875,7.14818,9.766737
180000,1.969639,7.160577,7.151623,10.120007
180000,1.971914,7.157071,7.156434,10.134029
180000,1.789849,7.147953,7.153793,10.063395
180000,1.648683,7.147728,7.150829,10.170315
180000,1.648944,7.147233,7.14768,10.162325
180000,1.64817,7.160955,7.147278,10.050382
190000,1.73232,7.162375,7.15262,10.110039
190000,1.714211,7.155077,7.192667,9.847654
190000,1.68336,7.15207,7.161418,9.85631
190000,1.663838,7.157262,7.15253,9.892125
190000,1.65778,7.152476,7.152643,9.728791
190000,1.747008,7.152808,7.152615,10.03295
190000,1.657025,7.152413,7.155983,10.025717
190000,1.690751,7.151944,7.152217,10.129402
190000,1.682864,7.154815,7.15213,10.090842
190000,1.751259,7.154567,7.153033,10.033651
200000,1.739289,7.158293,7.161193,9.895622
200000,1.793576,7.155464,7.155447,10.026747
200000,1.67669,7.155604,7.155983,10.009651
200000,2.126356,7.154964,7.155568,10.02648
200000,1.953899,7.155404,7.155999,10.112237
200000,1.774314,7.158267,7.155585,10.155981
200000,1.757154,7.166869,7.15829,10.179142
200000,1.746809,7.156769,7.158255,10.255132
200000,2.004549,7.159329,7.155657,10.106848
200000,1.826073,7.157553,7.160815,10.243194
210000,1.84676,7.171154,7.157458,9.932231
210000,1.756781,7.158085,7.157292,9.738552
210000,1.69561,7.160053,7.157576,9.824506
210000,1.658872,7.157181,7.158091,9.805629
210000,1.696638,7.188047,7.162397,9.853849
210000,1.741796,7.159578,7.290431,9.949058
210000,1.722054,7.157393,7.199563,10.123967
210000,1.720233,7.157251,7.165422,10.052335
210000,1.758079,7.158288,7.158069,10.07825
210000,1.75155,7.15923,7.156966,9.797472
220000,1.761629,7.16037,7.160692,9.790598
220000,1.854368,7.179819,7.179817,9.850758
220000,1.71016,7.160334,7.161122,9.76903
220000,1.665287,7.15998,7.183459,10.024859
220000,1.709282,7.160221,7.182971,10.074093
220000,1.678384,7.160106,7.169102,9.921949
220000,1.810981,7.163831,7.17982,9.896803
220000,1.70054,7.161559,7.179657,9.982934
220000,1.661525,7.163855,7.164948,10.068847
220000,1.83504,7.160126,7.160388,10.063338
230000,1.793308,7.162974,7.16324,10.113182
230000,1.844077,7.167841,7.185677,10.105148
230000,1.73818,7.164089,7.163067,10.106316
230000,1.961454,7.164743,7.165449,10.091547
230000,1.668684,7.164065,7.162904,10.061683
230000,2.095332,7.166446,7.164447,10.048527
230000,1.673253,7.162617,7.16322,10.055908
230000,2.006138,7.162708,7.163817,10.05826
230000,1.905691,7.171655,7.165454,10.05122
230000,1.791718,7.174357,7.164625,10.11906
240000,1.670919,7.165242,7.164827,9.958673
240000,1.705002,7.16515,7.17333,9.919242
240000,1.669776,7.164855,7.169615,9.910164
240000,1.669465,7.169204,7.168094,9.860898
240000,1.742152,7.168841,7.16471,10.096527
240000,1.6668,7.171868,7.174176,10.067954
240000,1.667005,7.165715,7.164886,10.074833
240000,1.667183,7.16457,7.164997,10.12571
240000,1.666918,7.16485,7.16493,10.083822
240000,1.666876,7.164663,7.168106,10.058083
250000,1.952504,7.166454,7.166049,9.822521
250000,1.74593,7.166602,7.166075,10.039103
250000,1.756208,7.169961,7.168983,9.886664
250000,1.668211,7.167983,7.173619,9.815329
250000,1.781641,7.16723,7.167889,9.861125
250000,1.7525,7.166184,7.17042,10.022897
250000,1.669985,7.173806,7.165803,9.923087
250000,1.67181,7.16608,7.167296,9.990537
250000,1.768332,7.166423,7.166234,9.775605
250000,2.053962,7.167326,7.165998,9.90705
260000,1.680771,7.170404,7.168674,9.935376
260000,1.706975,7.168523,7.170509,9.80314
260000,1.671143,7.168277,7.168972,9.828286
260000,1.671343,7.168481,7.176186,9.925864
260000,1.671297,7.174237,7.16841,9.788065
260000,1.670787,7.168853,7.169018,9.846526
260000,1.670858,7.188409,7.168872,10.069474
260000,1.672756,7.17058,7.169243,10.107735
260000,1.670963,7.168412,7.170656,10.157153
260000,1.670805,7.168215,7.168864,10.124496
270000,1.674808,7.170245,7.173296,9.881498
270000,1.718376,7.182632,7.190364,9.856696
270000,1.675033,7.170237,7.182636,9.976113
270000,1.671132,7.17006,7.171653,9.782851
270000,1.676301,7.172509,7.17149,9.916295
270000,1.673774,7.17004,7.170258,10.070208
270000,1.673392,7.170761,7.179889,9.861316
270000,1.671833,7.169968,7.174362,9.849748
270000,1.671268,7.169983,7.200583,10.102917
270000,1.671096,7.182948,7.189709,10.106669
280000,1.674297,7.173791,7.172071,10.006725
280000,1.702621,7.170745,7.170132,9.770757
280000,1.67254,7.171221,7.170495,9.891145
280000,1.673442,7.170883,7.177192,9.78886
280000,1.69297,7.170617,7.178139,9.963457
280000,1.762078,7.174044,7.17118,10.101783
280000,1.835184,7.171004,7.170106,10.167382
280000,1.672513,7.180141,7.17019,10.156918
280000,1.672914,7.181686,7.170313,10.068062
280000,1.672502,7.171118,7.170414,10.115829
290000,1.743308,7.175488,7.176564,10.082545
290000,1.717242,7.171258,7.171892,9.875648
290000,1.907106,7.174152,7.171909,10.121823
290000,1.671886,7.178011,7.172194,9.834108
290000,1.672056,7.174907,7.171716,9.865832
290000,1.67255,7.173634,7.173837,10.001937
290000,1.671827,7.171048,7.179633,9.817593
290000,1.74683,7.172589,7.17151,10.071495
290000,1.699345,7.171132,7.171329,10.110158
290000,1.672093,7.1713,7.171619,9.935032
300000,1.808475,7.172029,7.202302,10.031893
300000,1.707784,7.171594,7.181844,9.96822
300000,1.677777,7.17222,7.175828,10.086513
300000,1.677565,7.174428,7.238216,10.078599
300000,1.900531,7.176505,7.192846,10.080177
300000,1.679899,7.175618,7.214083,10.083137
300000,1.673173,7.171889,7.178366,9.93789
300000,1.673873,7.171557,7.176332,9.81103
300000,1.673153,7.172082,7.173528,9.839657
300000,1.706034,7.196855,7.175389,10.076688
310000,1.871409,7.174017,7.175773,10.054345
310000,1.832367,7.17371,7.176765,9.992412
310000,1.674571,7.175782,7.174055,10.12905
310000,1.692742,7.17547,7.173759,9.894584
310000,1.743092,7.20095,7.175678,10.021701
310000,1.674701,7.173488,7.173976,9.946351
310000,1.674031,7.176099,7.174125,9.918377
310000,1.673987,7.173662,7.173714,10.031635
310000,1.709137,7.18817,7.177809,10.064698
310000,1.819532,7.176511,7.173857,10.06894
320000,1.754769,7.17354,7.184432,9.967792
320000,1.709681,7.175857,7.216014,9.911991
320000,1.675382,7.17368,7.175208,10.103549
320000,1.674987,7.177024,7.175334,10.100475
320000,1.675229,7.17343,7.181329,10.112366
320000,1.675584,7.173873,7.173483,10.083039
320000,1.675097,7.173695,7.176885,10.087821
320000,1.675281,7.173686,7.175041,10.172214
320000,1.675054,7.177846,7.17393,10.106797
320000,1.675047,7.178671,7.174726,10.10513
330000,1.846646,7.178095,7.189197,9.902545
330000,1.771792,7.176173,7.175154,10.030885
330000,1.674858,7.174588,7.18907,9.733313
330000,1.675036,7.17461,7.178336,9.915421
330000,1.689642,7.181586,7.182118,10.044121
330000,1.764157,7.180719,7.174604,10.233086
330000,2.12809,7.174472,7.176566,10.12494
330000,1.813268,7.178052,7.176539,10.080474
330000,1.674984,7.176096,7.174794,10.130433
330000,1.676322,7.176234,7.177748,9.925685
340000,1.855137,7.174195,7.176697,10.12376
340000,1.708314,7.175796,7.173728,10.093382
340000,1.675214,7.176003,7.212059,10.143518
340000,1.675141,7.173806,7.173725,10.159108
340000,1.742069,7.17699,7.17392,10.203442
340000,1.742136,7.173621,7.173824,10.105538
340000,1.760729,7.177205,7.178031,10.146695
340000,1.733982,7.182876,7.173986,10.161511
340000,1.743154,7.176662,7.180231,10.179627
340000,1.67529,7.173544,7.173742,10.092809
350000,1.752429,7.174692,7.174429,10.05426
350000,1.715977,7.176954,7.179382,9.983914
350000,1.674039,7.181494,7.175053,9.925025
350000,1.684502,7.175102,7.184899,10.01796
350000,1.674223,7.174249,7.174228,10.100039
350000,1.674131,7.176972,7.175134,9.979098
350000,1.674409,7.174264,7.17434,10.042277
350000,1.677133,7.179176,7.174272,9.829593
350000,1.674242,7.181828,7.179346,9.799975
350000,1.791726,7.174349,7.174082,10.009274
360000,1.795222,7.176597,7.173332,10.10694
360000,1.69576,7.173473,7.173238,9.90449
360000,1.674972,7.175243,7.187144,10.06058
360000,1.674603,7.173714,7.173659,10.121176
360000,1.674614,7.173361,7.189173,10.070914
360000,1.674863,7.173718,7.178598,10.108937
360000,1.674702,7.178796,7.180608,10.087433
360000,1.67465,7.182991,7.182242,10.179262
360000,1.674693,7.173517,7.177866,10.105244
360000,1.674854,7.173496,7.173536,10.09989
370000,1.697934,7.187283,7.221695,9.89312
370000,1.697307,7.180272,7.180015,10.085091
370000,1.673356,7.172511,7.172435,9.784935
370000,1.673247,7.172134,7.172718,9.900932
370000,1.673332,7.173183,7.172514,10.031339
370000,1.829395,7.173084,7.173299,9.982857
370000,1.673243,7.174363,7.173944,10.101311
370000,1.673195,7.193804,7.172294,9.860048
370000,1.673059,7.173632,7.172766,10.039125
370000,1.674843,7.174076,7.178339,9.933768
380000,1.711364,7.173871,7.173738,9.959083
380000,1.692236,7.174693,7.17373,9.955546
380000,1.673784,7.17524,7.175458,9.85727
380000,1.673923,7.17946,7.174264,10.020431
380000,1.673618,7.18124,7.17647,10.101208
380000,1.673763,7.173607,7.17354,10.106917
380000,1.673998,7.174875,7.173746,10.151897
380000,1.675288,7.183174,7.174693,10.082219
380000,1.67368,7.175582,7.186718,9.932095
380000,1.67417,7.176559,7.173733,10.175236
390000,1.782349,7.185618,7.17451,9.988782
390000,1.68259,7.18141,7.172648,9.981487
390000,1.789757,7.173539,7.174813,9.898022
390000,1.672501,7.17236,7.173349,9.998718
390000,1.672731,7.175209,7.176713,9.792163
390000,1.672469,7.179979,7.175554,9.853128
390000,1.672341,7.181875,7.172124,10.005419
390000,1.672617,7.172841,7.172614,9.925181
390000,1.67241,7.172068,7.194462,9.743668
390000,1.673863,7.172198,7.177295,9.937911
400000,1.741092,7.172498,7.17466,9.911786
400000,1.724955,7.174434,7.172476,9.800238
400000,1.68756,7.172792,7.172638,9.966331
400000,1.675732,7.172835,7.172448,9.897843
400000,1.673513,7.177389,7.177591,9.983581
400000,1.743421,7.173453,7.181125,10.045919
400000,1.683113,7.1745,7.172138,9.958642
400000,1.672899,7.17246,7.172379,10.059255
400000,1.673113,7.178033,7.172202,10.024199
400000,1.672993,7.175949,7.173838,9.82057
410000,1.824566,7.172542,7.175815,9.934645
410000,1.783612,7.174057,7.172237,9.994869
410000,1.671961,7.173681,7.171495,9.98162
410000,1.783692,7.173676,7.176279,10.019328
410000,1.671956,7.173343,7.177101,9.850257
410000,1.671867,7.17339,7.176713,10.110665
410000,1.672064,7.180035,7.171863,10.11691
410000,1.672065,7.171856,7.17167,10.098309
410000,1.671885,7.175189,7.175288,10.088212
410000,1.727824,7.173632,7.173547,10.056826
420000,1.723668,7.172329,7.171536,10.039862
420000,1.730916,7.171178,7.171582,10.046403
420000,1.673604,7.171596,7.172588,10.016888
420000,1.675351,7.17628,7.173265,10.138818
420000,1.726812,7.176289,7.205302,10.133469
420000,1.672749,7.176896,7.171427,10.099912
420000,1.672456,7.172368,7.176565,10.103988
420000,1.672334,7.171275,7.176445,9.977599
420000,1.672621,7.176794,7.187896,10.085828
420000,1.673033,7.17318,7.180888,10.131051
430000,1.828291,7.170606,7.170858,9.895504
430000,1.671823,7.172043,7.177527,9.92554
430000,1.674144,7.176718,7.170341,9.931929
430000,1.671656,7.177571,7.174298,9.829777
430000,1.672593,7.189318,7.170863,10.084484
430000,1.724921,7.170674,7.171857,10.073782
430000,1.67136,7.172125,7.170502,10.123636
430000,1.671405,7.173344,7.170898,10.114914
430000,1.671577,7.173826,7.174927,10.138703
430000,1.671252,7.171635,7.171179,10.120103
440000,1.814129,7.171027,7.171358,9.866752
440000,1.724141,7.170757,7.170229,9.92882
440000,1.672314,7.173714,7.175769,9.826672
440000,1.672207,7.170447,7.17043,9.859357
440000,1.720598,7.17176,7.170374,9.861584
440000,1.677113,7.170787,7.172499,9.744204
440000,1.672208,7.171394,7.178568,9.98143
440000,1.688436,7.175024,7.173404,9.818044
440000,1.672384,7.182995,7.170411,9.973958
440000,1.672576,7.170189,7.170416,9.764924
450000,1.729384,7.170655,7.172813,10.104151
450000,1.670982,7.175123,7.170705,10.112417
450000,1.670456,7.169869,7.170786,10.118261
450000,1.670485,7.171274,7.178448,10.135347
450000,1.670649,7.170309,7.170868,10.15866
450000,1.670661,7.182337,7.172345,10.141032
450000,1.670548,7.169645,7.169764,10.097047
450000,1.670556,7.16998,7.172819,10.127359
450000,1.670425,7.170083,7.169737,10.12295
450000,1.6706,7.171858,7.170572,10.113408
460000,1.730101,7.17723,7.170046,9.898096
460000,1.721096,7.170844,7.170098,9.875406
460000,1.670555,7.170385,7.1799,9.964783
460000,1.673218,7.173481,7.170446,10.011564
460000,1.670908,7.171851,7.170008,9.787036
460000,1.670645,7.171005,7.18831,9.710729
460000,1.670553,7.170626,7.177878,10.008549
460000,1.671996,7.175675,7.170035,9.936953
460000,1.670908,7.178239,7.17132,9.799543
460000,1.670331,7.169969,7.170447,9.944969
470000,1.784206,7.172443,7.17158,9.979931
470000,1.669941,7.170086,7.178863,9.893858
470000,1.68875,7.174437,7.170201,9.805235
470000,1.703467,7.171215,7.170103,9.796822
470000,1.669873,7.169568,7.17093,10.047535
470000,1.669928,7.172101,7.170946,9.768761
470000,1.669917,7.173425,7.173597,9.699178
470000,1.670114,7.173371,7.179109,9.749667
470000,1.669826,7.169711,7.191195,9.949122
470000,1.670649,7.170003,7.177397,9.878747
480000,1.777744,7.16925,7.169991,9.965398
480000,1.704156,7.170202,7.169499,9.982919
480000,1.669731,7.17797,7.173188,9.908436
480000,1.670692,7.173281,7.178635,9.788116
480000,1.673629,7.176741,7.169244,9.909229
480000,1.670471,7.169839,7.171232,10.051808
480000,1.67014,7.169401,7.17999,10.031256
480000,1.670293,7.172871,7.174687,10.112818
480000,1.670219,7.169085,7.168913,9.825818
480000,1.670097,7.169766,7.169819,9.836637
490000,1.768295,7.170096,7.169923,9.97467
490000,1.716621,7.169474,7.170003,9.891816
490000,1.669364,7.169447,7.169134,9.840038
490000,1.670791,7.174882,7.17046,9.771732
490000,1.672081,7.170225,7.169874,9.991548
490000,1.669513,7.171641,7.169292,10.053686
490000,1.669545,7.170408,7.169361,10.055489
490000,1.669788,7.172394,7.169697,10.090313
490000,1.739958,7.169589,7.187514,10.137299
490000,1.692298,7.169447,7.169375,9.962998
500000,1.751032,7.177775,7.17284,9.932858
500000,1.670572,7.177002,7.17162,10.017738
500000,1.670375,7.17277,7.16898,9.930488
500000,1.951894,7.169022,7.170207,9.983817
500000,1.69856,7.1718,7.170008,10.078829
500000,1.67037,7.168966,7.182735,10.101361
500000,1.671357,7.173461,7.169111,10.13659
500000,1.670429,7.174039,7.169068,10.090501
500000,1.671171,7.171596,7.170696,10.058318
500000,1.670483,7.169023,7.173141,10.155796
