SIZE,toupper_rawloop,toupper_rawloop_algo,toupper_transform,toupper_branch,toupper_lookup
60000,2.163175,10.379165,10.376666,11.995849,2.375666
60000,2.136563,10.378399,10.377322,11.993885,2.375733
60000,2.293669,10.377446,10.377274,11.986169,2.375661
60000,2.18208,10.378261,10.379843,11.890503,2.375733
60000,2.224686,10.379233,10.377388,11.849176,2.376631
60000,2.180446,10.378844,10.377353,11.914781,2.375664
60000,2.25374,10.378192,10.377461,11.742768,2.375634
60000,2.257543,10.390361,10.377527,11.800643,2.375665
60000,2.240701,10.378551,10.376694,11.623497,2.375625
60000,2.223634,10.377749,10.377311,11.564253,2.375623
70000,2.186984,10.383294,10.38128,11.826231,2.375243
70000,2.115336,10.37655,10.376891,11.759315,2.374392
70000,2.205833,10.376925,10.375855,11.715997,2.375563
70000,2.228498,10.404006,10.376819,11.780533,2.374159
70000,2.139254,10.376845,10.377,11.742226,2.374156
70000,1.991541,10.377535,10.376698,11.862207,2.374999
70000,2.189342,10.375806,10.376363,11.892193,2.374083
70000,2.082153,10.376841,10.376985,11.810503,2.373933
70000,2.165943,10.377322,10.377061,11.586711,2.374894
70000,2.21432,10.375738,10.376231,11.58717,2.373927
80000,2.113462,10.377023,10.378123,11.548784,2.372445
80000,2.093492,10.377967,10.378787,11.546106,2.373195
80000,2.291131,10.377312,10.377816,11.538615,2.372415
80000,2.114001,10.378012,10.378644,11.565052,2.373165
80000,2.146037,10.377176,10.378173,11.844062,2.372499
80000,2.205559,10.380286,10.379116,12.004332,2.373219
80000,2.069425,10.377245,10.377853,12.000005,2.372445
80000,2.147032,10.379209,10.379033,11.936413,2.373195
80000,2.175531,10.377572,10.377831,11.937875,2.37242
80000,2.082954,10.38548,10.378634,11.991899,2.373082
90000,1.934692,10.3833,10.382249,12.018804,2.372377
90000,2.141028,10.377155,10.393945,11.996918,2.371739
90000,1.841754,10.377076,10.37739,11.863273,2.372553
90000,1.852293,10.37834,10.376739,11.673846,2.372362
90000,1.841703,10.377068,10.376578,11.593472,2.371861
90000,1.84177,10.377112,10.377326,11.604254,2.372432
90000,2.086255,10.377803,10.378448,11.539298,2.372478
90000,2.278091,10.377173,10.381005,11.799074,2.371847
90000,2.107757,10.381411,10.37718,11.837521,2.372455
90000,2.210021,10.378286,10.377472,11.876821,2.372418
100000,2.044994,10.373689,10.373259,11.594797,2.371712
100000,2.19709,10.373257,10.372787,11.568523,2.371473
100000,2.029379,10.373404,10.372859,11.570429,2.371456
100000,2.159203,10.373254,10.373313,11.572289,2.370835
100000,2.111634,10.373334,10.379222,11.576436,2.371451
100000,2.040211,10.373351,10.373034,11.601649,2.371814
100000,2.107713,10.374353,10.372905,11.585509,2.371452
100000,2.236259,10.37834,10.372862,11.585889,2.371374
100000,2.027429,10.379098,10.372748,11.57619,2.371481
100000,2.147811,10.372655,10.372827,11.571355,2.371406
110000,2.067899,10.372325,10.372656,11.592427,2.370669
110000,2.227228,10.377176,10.374083,11.58893,2.371494
110000,2.23073,10.391006,10.373493,11.568176,2.37054
110000,2.228286,10.373317,10.372261,11.559152,2.370542
110000,2.226819,10.373562,10.372443,11.561084,2.370583
110000,2.11461,10.373141,10.372482,11.652342,2.370597
110000,2.089499,10.373407,10.37178,11.668783,2.370568
110000,2.016887,10.372832,10.372756,11.570498,2.370663
110000,2.089899,10.372617,10.372685,11.580262,2.370587
110000,2.104368,10.372724,10.372505,11.816426,2.370585
120000,1.853048,10.372291,10.371918,11.813713,2.369962
120000,1.945694,10.371933,10.372488,11.677437,2.369922
120000,1.960048,10.371781,10.372414,11.631013,2.370363
120000,2.030437,10.371744,10.372387,11.710691,2.369947
120000,2.089862,10.372106,10.371958,11.900991,2.369889
120000,2.13577,10.371833,10.372309,11.680101,2.36986
120000,1.97848,10.371285,10.372261,11.600116,2.370443
120000,1.931758,10.372934,10.372499,11.62677,2.369964
120000,1.943142,10.371834,10.371844,11.62477,2.369941
120000,1.940114,10.371829,10.375835,11.625851,2.370005
130000,2.022669,10.371394,10.371964,11.872682,2.369108
130000,1.955618,10.371758,10.371125,11.916117,2.369091
130000,2.050655,10.371135,10.371474,11.916952,2.369528
130000,2.011855,10.372002,10.37113,11.901749,2.369208
130000,1.985343,10.371131,10.371756,11.715286,2.37224
130000,1.952648,10.371592,10.371581,12.065813,2.369302
130000,1.998858,10.371219,10.371422,12.057267,2.369192
130000,2.058608,10.371577,10.371515,12.062019,2.369742
130000,2.085792,10.371662,10.371047,12.03402,2.369245
130000,2.116713,10.379446,10.371508,12.024067,2.383747
140000,1.98182,10.372773,10.372355,11.757228,2.368643
140000,2.1236,10.372256,10.371633,11.942187,2.369077
140000,2.103532,10.372683,10.37196,11.807257,2.3687
140000,2.032813,10.372347,10.37161,11.999525,2.369218
140000,2.003235,10.372714,10.371634,11.939336,2.369033
140000,2.053802,10.372569,10.372207,11.798256,2.36861
140000,1.996135,10.372189,10.371553,11.795651,2.369056
140000,1.980377,10.372599,10.371645,11.692324,2.368752
140000,2.031222,10.372113,10.372179,11.609737,2.36906
140000,2.011539,10.372341,10.378686,11.612854,2.368697
150000,1.959621,10.372232,10.372335,12.078497,2.368626
150000,1.977022,10.372929,10.372337,12.076555,2.368199
150000,1.96395,10.372176,10.372465,12.07312,2.368587
150000,1.991528,10.372124,10.372322,12.060049,2.36852
150000,1.98056,10.375693,10.372407,11.993178,2.368663
150000,2.032918,10.384982,10.372721,11.795894,2.368571
150000,2.015091,10.372366,10.372325,11.750508,2.36819
150000,1.964855,10.37211,10.372445,11.939506,2.368724
150000,2.147845,10.372155,10.374525,11.811214,2.368591
150000,1.997398,10.372622,10.372277,11.920023,2.368615
160000,2.020256,10.370888,10.370895,12.04314,2.368866
160000,2.173565,10.371089,10.370803,12.010674,2.36844
160000,2.026018,10.371003,10.370948,12.034414,2.368453
160000,2.028048,10.370961,10.370825,12.035184,2.368502
160000,1.975886,10.370559,10.371546,12.009799,2.368513
160000,1.988118,10.370615,10.37089,12.071727,2.368113
160000,1.988627,10.370593,10.37079,12.052127,2.368471
160000,2.046012,10.370701,10.372862,12.033734,2.36847
160000,1.99702,10.373179,10.371087,12.039012,2.368431
160000,2.044501,10.383042,10.370706,12.045073,2.368505
170000,1.879641,10.370572,10.373048,12.048289,2.368157
170000,1.973341,10.370704,10.382329,11.988521,2.368536
170000,2.012248,10.370629,10.370302,11.918437,2.368143
170000,2.023988,10.370362,10.370215,11.970238,2.368114
170000,2.052183,10.37068,10.370263,11.640821,2.368139
170000,1.989737,10.370305,10.37209,11.601692,2.368162
170000,1.999202,10.369928,10.37035,11.602636,2.368274
170000,2.121406,10.370382,10.369882,11.603584,2.368191
170000,1.951182,10.370307,10.370193,11.865838,2.371605
170000,1.982244,10.370259,10.370201,11.867482,2.368805
180000,1.955355,10.370243,10.372919,10.593656,2.368007
180000,2.107425,10.370895,10.381248,10.332785,2.367649
180000,1.934072,10.37057,10.370285,10.387305,2.367583
180000,1.98501,10.370079,10.370844,10.509227,2.367933
180000,1.871882,10.370361,10.369842,10.540866,2.367584
180000,1.880993,10.370365,10.371798,10.532479,2.367553
180000,1.888139,10.370009,10.370113,10.47842,2.367956
180000,2.032095,10.370357,10.369679,10.18403,2.367688
180000,1.956443,10.370414,10.370094,10.317911,2.367538
180000,1.869853,10.370201,10.369826,10.186196,2.367916
190000,1.932496,10.371001,10.382235,10.271561,2.367839
190000,1.893679,10.372029,10.370816,10.336782,2.368012
190000,1.94324,10.371066,10.371219,10.258817,2.367447
190000,1.915001,10.371244,10.370766,10.173862,2.367836
190000,1.994631,10.37115,10.372724,10.181452,2.367484
190000,1.950425,10.371332,10.371171,10.340902,2.367879
190000,1.877506,10.370974,10.370815,10.274723,2.367507
190000,1.861429,10.37167,10.371157,10.249554,2.367826
190000,1.960599,10.371328,10.37074,10.170134,2.367524
190000,1.931208,10.373302,10.371074,10.325771,2.367927
200000,1.933835,10.370962,10.370774,10.345951,2.367479
200000,1.866382,10.370746,10.370574,10.450079,2.36741
200000,1.9317,10.370379,10.370632,10.273219,2.36722
200000,1.841875,10.370275,10.372594,10.318092,2.368015
200000,1.908874,10.370262,10.370697,10.213196,2.367423
200000,1.983856,10.370621,10.37062,10.236098,2.367447
200000,1.854409,10.370284,10.370619,10.195618,2.36713
200000,1.871706,10.372572,10.371039,10.352501,2.367433
200000,1.906978,10.383098,10.370826,10.314802,2.367556
200000,1.856611,10.370648,10.371212,10.168769,2.367387
210000,1.848908,9.105387,10.565204,10.417075,2.366889
210000,1.947961,9.091982,10.003618,10.327327,2.36719
210000,1.903597,10.603852,9.105778,10.453489,2.367245
210000,1.891693,10.578195,9.104543,10.224156,2.367204
210000,1.972026,10.650611,9.104411,10.221951,2.367184
210000,1.957592,10.639081,9.104325,10.161586,2.367177
210000,1.85971,10.640255,9.09136,10.175106,2.367226
210000,1.919614,10.638963,9.091377,10.224152,2.367227
210000,2.036754,10.640392,9.091319,10.27179,2.367211
210000,1.91923,10.63899,9.108452,10.440846,2.366932
220000,1.885387,10.526812,10.562468,10.517993,2.367079
220000,1.903621,10.525814,9.135472,10.531951,2.367127
220000,2.127275,10.481275,9.09292,10.520705,2.367135
220000,1.898734,10.483044,10.447514,10.522083,2.36734
220000,1.898164,10.472687,9.093027,10.522384,2.367062
220000,1.854494,10.377974,9.090846,10.546016,2.367141
220000,1.915279,10.488228,9.09158,10.586294,2.367192
220000,2.036838,10.444417,9.106881,10.542047,2.367102
220000,1.849638,10.378572,9.091688,10.566824,2.36718
220000,1.969922,10.449584,9.091624,10.568044,2.367057
230000,1.838717,9.088775,9.132605,10.19627,2.366838
230000,1.840451,9.104252,9.120297,10.369928,2.367086
230000,1.836438,9.089501,9.090221,10.250312,2.36684
230000,1.835782,9.103514,9.119361,10.21933,2.366805
230000,1.835573,9.090288,9.090092,10.225288,2.366773
230000,1.961676,9.090638,9.120213,10.460649,2.367075
230000,1.898481,9.090156,9.090452,10.317179,2.366872
230000,1.835901,9.0903,9.089225,10.41331,2.366811
230000,1.835148,9.090406,9.131744,10.33094,2.366751
230000,1.835398,9.109381,9.090027,10.335733,2.36744
240000,1.890367,10.413309,9.173076,10.440789,2.368828
240000,1.947472,10.374926,9.225731,10.305919,2.366864
240000,1.940748,10.411582,9.25104,10.176577,2.366964
240000,1.86095,10.29081,9.251076,10.510963,2.366626
240000,1.897178,10.372586,9.30512,10.448181,2.366877
240000,1.836423,10.383318,9.290926,10.269716,2.366784
240000,1.920296,10.387051,9.313258,10.47836,2.366821
240000,1.836366,10.369673,9.304016,10.52394,2.366887
240000,1.875278,10.355725,9.318138,10.401593,2.366627
240000,1.836524,10.383563,9.290481,10.180895,2.366902
250000,1.967942,9.087852,9.099539,10.236359,2.366784
250000,1.882723,9.089406,10.344393,10.273778,2.366929
250000,1.849047,9.088257,10.403563,10.392546,2.36684
250000,1.836011,9.091774,10.386935,10.395103,2.366576
250000,1.881022,9.089808,9.9221,10.33653,2.3671
250000,1.839761,9.088417,9.582412,10.41654,2.366639
250000,1.835453,9.088523,9.635049,10.206104,2.367383
250000,1.835663,9.088401,9.675095,10.323601,2.367264
250000,1.835336,9.101496,9.699236,10.220591,2.366811
250000,1.835973,9.096957,9.567901,10.32365,2.366876
260000,1.841732,10.221117,10.314177,10.359752,2.366857
260000,1.879556,10.263562,10.340411,10.222721,2.366782
260000,1.835584,10.322692,10.317064,10.303865,2.366766
260000,1.835632,10.324586,10.371014,10.383308,2.366583
260000,1.946333,10.288628,10.381623,10.455883,2.366777
260000,1.83539,10.29678,10.373672,10.269011,2.366779
260000,1.883843,10.314254,10.376636,10.224535,2.36677
260000,1.835362,10.307778,10.381217,10.195255,2.366923
260000,1.835462,10.295466,10.36327,10.342804,2.366783
260000,1.835319,10.323735,10.386123,10.284825,2.366545
270000,1.842234,10.214156,10.250477,10.531943,2.366468
270000,1.906075,9.994927,10.042967,10.388942,2.366469
270000,1.835813,9.996009,10.043848,10.323286,2.366896
270000,1.855513,10.006116,9.901471,10.296654,2.366399
270000,1.875084,10.008807,9.935968,10.312731,2.366448
270000,1.864306,10.049997,9.986969,10.22306,2.366393
270000,1.835467,9.989742,10.079009,10.160228,2.366424
270000,1.844467,10.034593,10.0432,10.349743,2.36645
270000,1.875812,10.009864,9.934985,10.515137,2.36638
270000,1.895776,10.009417,10.027036,10.473173,2.366438
280000,1.840787,9.119793,10.145123,10.298533,2.366485
280000,1.835313,9.101022,10.202192,10.343578,2.366708
280000,1.904331,9.109435,10.211969,10.419846,2.366563
280000,1.845616,9.087602,10.198,10.220493,2.366504
280000,1.834659,9.086878,10.173572,10.167091,2.366511
280000,1.834806,9.087514,10.200707,10.207527,2.366466
280000,1.834904,9.087538,10.186837,10.164696,2.366694
280000,1.834962,9.087575,10.179587,10.225942,2.366505
280000,1.834656,9.087527,10.177039,10.157751,2.366446
280000,1.834961,9.08757,10.174091,10.383264,2.366511
290000,1.855425,10.521651,9.126161,10.542179,2.36723
290000,1.853739,10.526354,9.086164,10.192708,2.366365
290000,1.834736,10.324365,9.097754,10.188798,2.366326
290000,1.86118,10.247118,9.09358,10.214061,2.366517
290000,1.87165,10.241101,9.086572,10.174454,2.366375
290000,1.834534,10.20677,9.088115,10.196161,2.366321
290000,1.855214,10.249921,9.08666,10.23374,2.366533
290000,1.966472,10.195288,9.086685,10.171158,2.366298
290000,1.83472,10.21271,9.086608,10.165891,2.366564
290000,1.834664,10.245828,9.086758,10.190095,2.366343
300000,1.867934,9.935328,10.156037,10.18752,2.366603
300000,1.862885,9.992912,10.161891,10.216966,2.366581
300000,1.923615,10.068025,9.087972,10.224648,2.366341
300000,1.835435,10.07459,9.086913,10.199607,2.366613
300000,1.835502,10.13733,9.087154,10.164406,2.366449
300000,1.997553,10.064148,9.086778,10.177178,2.366691
300000,1.835768,10.141428,9.086836,10.281406,2.366474
300000,1.875344,10.092567,9.087306,10.299648,2.366656
300000,1.835583,10.130116,9.086556,10.220106,2.366446
300000,1.911464,10.13695,9.086591,10.174246,2.36664
310000,1.93386,9.147466,9.815244,10.176116,2.366315
310000,1.835545,9.185012,9.689133,10.178258,2.366527
310000,1.856464,9.135065,9.62314,10.177403,2.366586
310000,1.835291,9.085999,9.72518,10.183122,2.366321
310000,1.835196,9.138705,9.761262,10.196873,2.366132
310000,1.835124,9.160858,9.587931,10.183391,2.366287
310000,1.835197,9.138592,9.725199,10.162196,2.372556
310000,1.836964,9.167656,9.462044,10.426111,2.367584
310000,1.835781,9.151723,9.496305,10.263826,2.366255
310000,1.836167,9.149225,9.744502,10.222727,2.366487
320000,1.858191,9.785041,9.08441,10.315309,2.366005
320000,1.898023,9.955166,9.086054,10.321733,2.365897
320000,1.851261,9.894782,9.08604,10.363879,2.365913
320000,1.835345,9.925458,9.085557,10.365003,2.365908
320000,1.835404,9.98157,9.085477,10.304713,2.365788
320000,1.869971,9.972472,9.098546,10.257682,2.365903
320000,1.835372,9.944623,9.085656,10.286628,2.365954
320000,1.847968,9.228259,9.085675,10.378923,2.365931
320000,1.835328,9.096723,9.368091,10.333895,2.365987
320000,1.851341,9.085518,9.085801,10.341703,2.366002
330000,1.882468,9.965312,9.083574,10.375023,2.365999
330000,1.835081,9.936203,9.084658,10.378403,2.365995
330000,1.861079,9.914284,9.0945,10.176681,2.366198
330000,1.884705,9.783356,9.086168,10.188914,2.365995
330000,1.847099,9.933809,9.085086,10.183629,2.366054
330000,1.835545,9.851482,9.086715,10.187258,2.365979
330000,1.861965,9.888518,9.085108,10.197902,2.365956
330000,1.834971,9.89794,9.088277,10.193351,2.365985
330000,1.943518,9.875841,9.085314,10.189691,2.365975
330000,1.854539,9.851241,9.089338,10.18281,2.365982
340000,1.837993,10.065647,9.959397,10.232758,2.36587
340000,1.918037,10.069031,9.973017,10.410356,2.366231
340000,1.839319,10.008493,9.084657,10.405449,2.36641
340000,1.835983,10.098332,9.085305,10.542195,2.366277
340000,1.844276,9.879471,9.085349,10.179603,2.366223
340000,1.835141,9.891459,9.085258,10.169167,2.36626
340000,1.840723,9.881504,9.085214,10.247627,2.366408
340000,1.834816,9.900884,9.085388,10.312931,2.366275
340000,1.834846,9.912583,9.110329,10.160794,2.366249
340000,1.835673,9.87837,9.097715,10.235311,2.36651
350000,1.902852,10.088498,9.102189,10.511872,2.365765
350000,1.835422,10.099381,9.646423,10.536803,2.371573
350000,1.834905,10.091922,9.615196,10.519119,2.366447
350000,1.834777,10.105515,9.666165,10.527172,2.366564
350000,1.834763,9.290537,9.667136,10.411438,2.36727
350000,1.917373,9.085254,9.665326,10.279684,2.366354
350000,1.834831,9.085823,9.687608,10.271864,2.366243
350000,1.834795,9.086514,9.676325,10.165984,2.366388
350000,1.91759,9.085401,9.757113,10.305147,2.366243
350000,1.884069,9.084713,9.737084,10.312246,2.36636
360000,1.850402,9.082984,10.068411,10.35521,2.366188
360000,1.919788,9.950352,10.03494,10.199612,2.366088
360000,1.841687,10.070467,10.028614,10.287217,2.366204
360000,1.86068,10.060212,10.051285,10.417161,2.366394
360000,1.852079,10.052541,10.045932,10.259698,2.366039
360000,1.835041,9.175808,10.018834,10.210818,2.366248
360000,1.835203,9.083841,10.043506,10.173591,2.366321
360000,1.847817,9.08902,10.024595,10.240693,2.370951
360000,1.835007,9.083916,9.975894,10.219501,2.366581
360000,1.835075,9.084185,9.9721,10.421639,2.366589
370000,1.901597,9.107558,9.977587,10.521137,2.366228
370000,1.843301,9.562697,9.693073,10.534392,2.366007
370000,1.835731,9.524897,9.084318,10.553349,2.366143
370000,1.834722,9.538446,9.089314,10.562062,2.36615
370000,1.834479,9.084293,9.084336,10.530615,2.366191
370000,1.836216,9.083777,9.089629,10.462209,2.366182
370000,1.834331,9.226413,9.08976,10.409136,2.366158
370000,1.834393,9.80336,9.083985,10.476076,2.366179
370000,1.841747,9.923999,9.083998,10.205734,2.365873
370000,1.849355,9.997024,9.089423,10.305667,2.365714
380000,1.909843,10.00408,9.989509,10.336305,2.366623
380000,1.842109,10.029333,9.08305,10.233485,2.36655
380000,1.85068,10.01876,9.082537,10.253801,2.366626
380000,1.834507,10.033741,9.082573,10.224306,2.366727
380000,1.840385,10.014984,9.083071,10.14436,2.366115
380000,1.91038,10.021308,9.088291,10.171435,2.366001
380000,1.838904,9.981271,9.08445,10.150367,2.365962
380000,1.835157,10.029299,9.083423,10.147269,2.366019
380000,1.841736,10.03015,9.083365,10.151192,2.365976
380000,1.834769,10.029829,9.083269,10.16692,2.366204
390000,1.941133,9.889677,9.099484,10.395888,2.366737
390000,1.865003,9.92298,9.082981,10.410084,2.365619
390000,1.909114,9.901163,9.083806,10.238368,2.365774
390000,1.842158,9.945987,9.08368,10.19233,2.365615
390000,1.838764,9.919111,9.083063,10.403838,2.365596
390000,1.83568,9.925329,9.088129,10.176905,2.365589
390000,1.83489,9.890356,9.085274,10.153682,2.365796
390000,1.843175,9.932325,9.08299,10.158772,2.365623
390000,1.83453,9.935227,9.083305,10.404593,2.372115
390000,1.834798,9.951298,9.083376,10.39463,2.366183
400000,1.945331,9.684744,9.911565,10.241544,2.365723
400000,1.848999,9.082714,9.97606,10.292817,2.371164
400000,1.835109,9.083602,9.955547,10.229624,2.366261
400000,1.865873,9.083065,9.878253,10.296222,2.366079
400000,1.840309,9.083512,9.89849,10.482144,2.367172
400000,1.840401,9.08454,9.922192,10.172404,2.366049
400000,1.836706,9.0862,9.934001,10.174051,2.366045
400000,1.835173,9.083107,9.859055,10.174114,2.366464
400000,1.837612,9.083093,9.944848,10.154855,2.365802
400000,1.835817,9.085993,9.929449,10.155768,2.366085
410000,1.857234,9.082431,9.70578,10.164138,2.366007
410000,1.884113,9.085134,9.93683,10.171296,2.365712
410000,1.905376,9.082624,9.94369,10.167936,2.36583
410000,1.834855,9.083485,9.933844,10.152499,2.365626
410000,1.83471,9.086196,9.927334,10.158375,2.365894
410000,1.835008,9.08336,9.946165,10.154679,2.366002
410000,1.848825,9.083688,9.952156,10.17735,2.36601
410000,1.83473,9.084712,9.942285,10.187045,2.3662
410000,1.835014,9.08345,9.941672,10.149743,2.365868
410000,1.835179,9.083213,9.945805,10.157439,2.366185
420000,1.860398,9.095206,9.797738,10.203081,2.366231
420000,1.903588,9.085915,9.091634,10.166667,2.365931
420000,1.835325,9.083247,9.099453,10.155477,2.366025
420000,1.834718,9.083087,9.091196,10.161768,2.365934
420000,1.834763,9.083122,9.091221,10.167244,2.365868
420000,1.90916,9.083139,9.082893,10.151028,2.365915
420000,1.837637,9.089258,9.090758,10.183951,2.365839
420000,1.834846,9.082907,9.090895,10.143742,2.365935
420000,1.8352,9.082942,9.083599,10.156424,2.365727
420000,1.837927,9.094914,9.093914,10.174486,2.365737
430000,1.880461,9.890632,9.859853,10.430077,2.366304
430000,1.857204,9.755191,9.844603,10.243864,2.366226
430000,1.835805,9.835509,9.890917,10.352748,2.36608
430000,1.862735,9.885928,9.826551,10.423264,2.366185
430000,1.877202,9.888456,9.857393,10.311589,2.366325
430000,1.837752,9.770919,9.885104,10.928179,2.36598
430000,1.836084,9.843206,9.808654,10.923707,2.366125
430000,1.835667,9.860817,9.80304,10.855982,2.366528
430000,1.835941,9.810278,9.818973,10.913783,2.366194
430000,1.835621,9.806656,9.816738,11.253456,2.366255
440000,1.840732,9.082786,9.089778,10.194812,2.36655
440000,1.851582,9.089092,9.083484,10.180108,2.366274
440000,1.900882,9.091539,9.084155,10.212666,2.366714
440000,1.835671,9.08361,9.083742,10.259302,2.366194
440000,1.835498,9.083584,9.083754,10.362945,2.366233
440000,1.835374,9.084618,9.087472,10.19016,2.366285
440000,1.835699,9.083632,9.083343,10.220284,2.366006
440000,1.835551,9.083522,9.087792,10.156465,2.366182
440000,1.835481,9.083631,9.084507,10.227143,2.367304
440000,1.901278,9.085438,9.083487,10.189955,2.369759
450000,1.874355,9.865621,9.869636,10.178647,2.366199
450000,1.842256,9.805024,9.86997,10.293861,2.366398
450000,1.835151,9.609439,9.770184,10.2416,2.366077
450000,1.836316,9.808091,9.760089,10.196395,2.36623
450000,1.899206,9.814902,9.757646,10.21286,2.366426
450000,1.834997,9.734245,9.823945,10.378156,2.366143
450000,1.835008,9.81606,9.745431,10.286236,2.366936
450000,1.835044,9.829737,9.787217,10.329649,2.36611
450000,1.834914,9.787298,9.778052,10.139424,2.365954
450000,1.83474,9.818639,9.759322,10.368754,2.365947
460000,1.890165,9.082431,9.356086,10.210981,2.366501
460000,1.901026,9.089931,9.095755,10.176892,2.36653
460000,1.835516,9.08305,9.083041,10.1845,2.366597
460000,1.835507,9.084201,9.083109,10.184578,2.366371
460000,1.835563,9.083139,9.085406,10.164326,2.366337
460000,1.844289,9.084831,9.083209,10.172172,2.366512
460000,1.835252,9.087655,9.082854,10.172849,2.366727
460000,1.835387,9.087486,9.083479,10.161061,2.366668
460000,1.835427,9.082988,9.084512,10.257127,2.366521
460000,1.840459,9.083149,9.082999,10.447495,2.366251
470000,1.893494,9.091161,9.08393,10.514594,2.367536
470000,1.897603,9.32369,9.085002,10.329583,2.368459
470000,1.835788,9.602535,9.092522,10.304847,2.367215
470000,1.897461,9.745588,9.084288,10.240086,2.367156
470000,1.836502,9.79285,9.086253,10.272809,2.367208
470000,1.959092,9.784965,9.095899,10.237472,2.367363
470000,1.835993,9.76478,9.089642,10.334372,2.36698
470000,1.897628,9.749191,9.085312,10.493446,2.367485
470000,1.83615,9.569615,9.084481,10.35147,2.367268
470000,1.897585,9.432994,9.08449,10.21959,2.367252
480000,1.872581,9.823964,9.824498,10.481194,2.368433
480000,1.837479,9.75243,9.737964,10.547424,2.368013
480000,1.897459,9.774881,9.743692,10.603374,2.368191
480000,1.837847,9.766781,9.745849,10.651217,2.368274
480000,1.837524,9.775706,9.769305,10.461496,2.368397
480000,1.837452,9.795005,9.752042,10.545664,2.368535
480000,1.837466,9.778464,9.765683,10.75745,2.368482
480000,1.837334,9.78113,9.779802,10.444606,2.368241
480000,1.837305,9.784351,9.765683,10.535421,2.368232
480000,1.837342,9.79202,9.769427,10.38831,2.368276
490000,1.842726,9.613309,9.575419,10.18087,2.368638
490000,1.89668,9.619195,9.667916,10.205788,2.36856
490000,1.837797,9.638711,9.752613,10.323272,2.368722
490000,1.837767,9.688017,9.770592,10.443699,2.368821
490000,1.838032,9.675663,9.726941,10.304478,2.368882
490000,1.838102,9.676702,9.671849,10.253537,2.36877
490000,1.845272,9.573414,9.671887,10.32654,2.368926
490000,1.837831,9.68644,9.716814,10.375628,2.368899
490000,1.837683,9.678592,9.681618,10.243072,2.36894
490000,1.842666,9.688266,9.707715,10.180362,2.369008
500000,1.844252,9.805104,9.138643,10.592547,2.370039
500000,1.839362,9.801033,9.579206,10.551037,2.369757
500000,1.882108,9.794423,9.113301,10.738384,2.369442
500000,1.854256,9.809066,9.089986,10.401539,2.369647
500000,1.838853,9.799563,9.089419,10.361575,2.37012
500000,1.897673,9.791828,9.239794,10.24196,2.369479
